,parents,has_nurs,form,children,housing,finance,social,health,target
7150,pretentious,critical,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
315,usual,proper,completed,2,critical,inconv,nonprob,priority,priority
259,usual,proper,completed,1,critical,convenient,problematic,not_recom,not_recom
9656,great_pret,less_proper,complete,3,critical,inconv,nonprob,recommended,priority
4993,pretentious,proper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
12287,great_pret,very_crit,complete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
9012,great_pret,proper,completed,3,critical,inconv,slightly_prob,priority,spec_prior
7926,pretentious,very_crit,complete,3,critical,convenient,problematic,priority,spec_prior
9183,great_pret,proper,incomplete,3,convenient,convenient,slightly_prob,priority,priority
10378,great_pret,improper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
3787,usual,very_crit,completed,3,convenient,convenient,problematic,not_recom,not_recom
3748,usual,very_crit,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
7914,pretentious,very_crit,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
3877,usual,very_crit,completed,more,critical,convenient,problematic,not_recom,not_recom
4589,pretentious,proper,completed,2,convenient,convenient,nonprob,recommended,very_recom
10446,great_pret,improper,complete,2,less_conv,convenient,problematic,priority,spec_prior
5430,pretentious,less_proper,completed,1,less_conv,inconv,slightly_prob,priority,priority
8131,pretentious,very_crit,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
11072,great_pret,improper,foster,2,convenient,convenient,slightly_prob,recommended,priority
9828,great_pret,less_proper,completed,3,convenient,convenient,nonprob,priority,priority
9850,great_pret,less_proper,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recom
5593,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
6460,pretentious,improper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
9600,great_pret,less_proper,complete,2,critical,convenient,problematic,priority,spec_prior
5837,pretentious,less_proper,foster,1,convenient,convenient,problematic,recommended,priority
9684,great_pret,less_proper,complete,more,less_conv,convenient,nonprob,priority,spec_prior
5074,pretentious,proper,foster,2,critical,inconv,problematic,not_recom,not_recom
2953,usual,critical,completed,3,critical,convenient,nonprob,not_recom,not_recom
6754,pretentious,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
5582,pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
944,usual,less_proper,complete,2,less_conv,inconv,nonprob,recommended,very_recom
11105,great_pret,improper,foster,2,critical,convenient,nonprob,recommended,spec_prior
4076,usual,very_crit,incomplete,more,less_conv,inconv,nonprob,recommended,spec_prior
605,usual,proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
7142,pretentious,critical,completed,1,convenient,inconv,problematic,recommended,spec_prior
7403,pretentious,critical,incomplete,2,convenient,convenient,problematic,recommended,spec_prior
7587,pretentious,critical,foster,1,less_conv,inconv,nonprob,priority,spec_prior
4420,pretentious,proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
9544,great_pret,less_proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
8645,great_pret,proper,complete,1,convenient,convenient,problematic,recommended,priority
6343,pretentious,improper,completed,2,less_conv,convenient,problematic,not_recom,not_recom
8832,great_pret,proper,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
2405,usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
5552,pretentious,less_proper,completed,3,critical,inconv,nonprob,recommended,priority
546,usual,proper,incomplete,3,convenient,convenient,problematic,priority,priority
7077,pretentious,critical,complete,more,convenient,convenient,slightly_prob,priority,spec_prior
10349,great_pret,less_proper,foster,more,critical,convenient,nonprob,recommended,priority
74,usual,proper,complete,2,less_conv,convenient,slightly_prob,recommended,very_recom
1283,usual,less_proper,completed,more,critical,convenient,problematic,recommended,priority
1501,usual,less_proper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
130,usual,proper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
10477,great_pret,improper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
2444,usual,improper,foster,2,convenient,inconv,problematic,recommended,priority
1327,usual,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
5324,pretentious,less_proper,complete,3,less_conv,inconv,problematic,recommended,priority
1050,usual,less_proper,complete,more,less_conv,convenient,problematic,priority,priority
6152,pretentious,improper,complete,2,critical,inconv,problematic,recommended,spec_prior
845,usual,proper,foster,more,critical,convenient,nonprob,recommended,priority
4237,usual,very_crit,foster,3,less_conv,convenient,problematic,not_recom,not_recom
3140,usual,critical,incomplete,3,convenient,inconv,nonprob,recommended,priority
3121,usual,critical,incomplete,2,critical,convenient,problematic,not_recom,not_recom
6962,pretentious,critical,complete,1,critical,inconv,problematic,recommended,spec_prior
11899,great_pret,critical,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
12484,great_pret,very_crit,completed,more,convenient,inconv,nonprob,not_recom,not_recom
7754,pretentious,critical,foster,more,less_conv,inconv,problematic,recommended,spec_prior
3931,usual,very_crit,incomplete,1,critical,convenient,problematic,not_recom,not_recom
12033,great_pret,critical,foster,3,critical,inconv,nonprob,priority,spec_prior
7235,pretentious,critical,completed,3,convenient,convenient,nonprob,recommended,priority
602,usual,proper,incomplete,more,convenient,inconv,nonprob,recommended,priority
562,usual,proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
6916,pretentious,critical,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
8493,pretentious,very_crit,foster,2,convenient,inconv,problematic,priority,spec_prior
2580,usual,improper,foster,more,critical,convenient,problematic,priority,priority
12906,great_pret,very_crit,foster,more,convenient,convenient,nonprob,priority,spec_prior
6937,pretentious,critical,complete,1,less_conv,convenient,problematic,not_recom,not_recom
12257,great_pret,very_crit,complete,more,convenient,convenient,nonprob,recommended,priority
10095,great_pret,less_proper,incomplete,3,critical,inconv,problematic,priority,spec_prior
1133,usual,less_proper,completed,2,convenient,convenient,nonprob,recommended,very_recom
733,usual,proper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
654,usual,proper,foster,1,convenient,convenient,problematic,priority,priority
11655,great_pret,critical,completed,more,critical,inconv,nonprob,priority,spec_prior
1782,usual,improper,complete,2,convenient,convenient,nonprob,priority,priority
6858,pretentious,improper,foster,more,convenient,convenient,nonprob,priority,priority
12166,great_pret,very_crit,complete,2,convenient,inconv,problematic,not_recom,not_recom
3927,usual,very_crit,incomplete,1,critical,convenient,slightly_prob,priority,spec_prior
5171,pretentious,proper,foster,more,critical,convenient,problematic,recommended,priority
8035,pretentious,very_crit,completed,1,critical,convenient,problematic,not_recom,not_recom
86,usual,proper,complete,2,less_conv,inconv,problematic,recommended,priority
11274,great_pret,critical,complete,1,critical,convenient,problematic,priority,spec_prior
11184,great_pret,improper,foster,more,convenient,convenient,problematic,priority,spec_prior
7386,pretentious,critical,incomplete,1,critical,convenient,problematic,priority,spec_prior
11728,great_pret,critical,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
9317,great_pret,proper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
4459,pretentious,proper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
7915,pretentious,very_crit,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
11668,great_pret,critical,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
4338,pretentious,proper,complete,1,less_conv,convenient,nonprob,priority,priority
3560,usual,very_crit,complete,2,critical,inconv,problematic,recommended,spec_prior
9435,great_pret,proper,foster,3,critical,convenient,slightly_prob,priority,spec_prior
6395,pretentious,improper,completed,3,less_conv,convenient,problematic,recommended,spec_prior
9331,great_pret,proper,foster,1,critical,convenient,problematic,not_recom,not_recom
2184,usual,improper,incomplete,1,less_conv,convenient,problematic,priority,priority
3418,usual,critical,foster,more,convenient,inconv,problematic,not_recom,not_recom
9673,great_pret,less_proper,complete,more,convenient,convenient,problematic,not_recom,not_recom
12,usual,proper,complete,1,convenient,inconv,slightly_prob,priority,priority
5529,pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,priority,priority
4484,pretentious,proper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
6815,pretentious,improper,foster,3,convenient,inconv,slightly_prob,recommended,priority
8242,pretentious,very_crit,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
6838,pretentious,improper,foster,3,less_conv,inconv,problematic,not_recom,not_recom
4036,usual,very_crit,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
8310,pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,priority,spec_prior
8953,great_pret,proper,completed,2,critical,convenient,problematic,not_recom,not_recom
10427,great_pret,improper,complete,2,convenient,convenient,problematic,recommended,spec_prior
685,usual,proper,foster,1,critical,convenient,nonprob,not_recom,not_recom
10367,great_pret,improper,complete,1,convenient,convenient,nonprob,recommended,priority
8471,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,recommended,spec_prior
6578,pretentious,improper,incomplete,2,critical,inconv,nonprob,recommended,priority
8673,great_pret,proper,complete,1,less_conv,inconv,problematic,priority,priority
8300,pretentious,very_crit,incomplete,2,critical,convenient,slightly_prob,recommended,spec_prior
5407,pretentious,less_proper,completed,1,convenient,convenient,problematic,not_recom,not_recom
10377,great_pret,improper,complete,1,convenient,inconv,nonprob,priority,spec_prior
4141,usual,very_crit,foster,1,critical,convenient,nonprob,not_recom,not_recom
1882,usual,improper,complete,3,critical,inconv,nonprob,not_recom,not_recom
7193,pretentious,critical,completed,2,convenient,inconv,slightly_prob,recommended,priority
4255,usual,very_crit,foster,3,critical,convenient,problematic,not_recom,not_recom
4786,pretentious,proper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
8536,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
9908,great_pret,less_proper,completed,more,less_conv,inconv,nonprob,recommended,priority
6352,pretentious,improper,completed,2,less_conv,inconv,problematic,not_recom,not_recom
9412,great_pret,proper,foster,3,convenient,inconv,problematic,not_recom,not_recom
3552,usual,very_crit,complete,2,critical,convenient,problematic,priority,spec_prior
7466,pretentious,critical,incomplete,3,convenient,inconv,problematic,recommended,spec_prior
224,usual,proper,completed,1,convenient,inconv,nonprob,recommended,very_recom
11129,great_pret,improper,foster,3,convenient,convenient,problematic,recommended,spec_prior
1152,usual,less_proper,completed,2,less_conv,convenient,nonprob,priority,priority
12756,great_pret,very_crit,foster,1,convenient,inconv,slightly_prob,priority,spec_prior
4693,pretentious,proper,completed,3,critical,inconv,slightly_prob,not_recom,not_recom
11943,great_pret,critical,foster,2,convenient,inconv,nonprob,priority,spec_prior
7987,pretentious,very_crit,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
11359,great_pret,critical,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
11688,great_pret,critical,incomplete,1,less_conv,convenient,problematic,priority,spec_prior
9166,great_pret,proper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom
7276,pretentious,critical,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
536,usual,proper,incomplete,2,critical,inconv,problematic,recommended,priority
10718,great_pret,improper,completed,3,less_conv,inconv,nonprob,recommended,spec_prior
9601,great_pret,less_proper,complete,2,critical,convenient,problematic,not_recom,not_recom
10805,great_pret,improper,incomplete,1,convenient,convenient,problematic,recommended,spec_prior
6302,pretentious,improper,completed,1,critical,convenient,slightly_prob,recommended,priority
8311,pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
12938,great_pret,very_crit,foster,more,less_conv,inconv,problematic,recommended,spec_prior
11240,great_pret,critical,complete,1,convenient,inconv,nonprob,recommended,priority
